Subject,Query,Time,Token_remaining
c_benchmarks/clang-18596,28299,7984,522
c_benchmarks/clang-19595,12378,6308,301
c_benchmarks/clang-20680,15468,10027,341
c_benchmarks/clang-21467,15325,7731,423
c_benchmarks/clang-21582,33451,5724,979
c_benchmarks/clang-22337,15079,2608,323
c_benchmarks/clang-22382,12076,1205,213
c_benchmarks/clang-22704,10536,8613,114
c_benchmarks/clang-23309,27405,4101,1120
c_benchmarks/clang-23353,11823,2429,190
c_benchmarks/clang-25900,17137,2020,519
c_benchmarks/clang-26350,42944,17593,891
c_benchmarks/clang-26760,21376,6368,240
c_benchmarks/clang-27137,34226,26344,640
c_benchmarks/clang-27747,9324,1393,377
c_benchmarks/clang-31259,14580,4048,579
c_benchmarks/gcc-58731,11872,6242,420
c_benchmarks/gcc-59903,23768,4133,764
c_benchmarks/gcc-60116,46852,6281,1316
c_benchmarks/gcc-60452,42929,4515,756
c_benchmarks/gcc-61047,14135,1850,556
c_benchmarks/gcc-61383,24159,4039,452
c_benchmarks/gcc-61917,14547,3565,281
c_benchmarks/gcc-64990,19088,11135,498
c_benchmarks/gcc-65383,14160,2423,285
c_benchmarks/gcc-66186,29045,10411,602
c_benchmarks/gcc-66375,21944,11231,823
c_benchmarks/gcc-66412,54203,4997,814
c_benchmarks/gcc-66691,25783,4325,969
c_benchmarks/gcc-70127,55873,25236,586
c_benchmarks/gcc-70586,72918,20748,949
c_benchmarks/gcc-71626,3500,195,53
