Subject,Query,Time,Token_remaining
c_benchmarks/clang-18596,3882,4701,260
c_benchmarks/clang-19595,2783,4208,156
c_benchmarks/clang-20680,7312,9393,537
c_benchmarks/clang-21467,4976,6081,177
c_benchmarks/clang-21582,8362,6590,559
c_benchmarks/clang-22337,5196,2218,250
c_benchmarks/clang-22382,3497,588,144
c_benchmarks/clang-22704,3884,8155,72
c_benchmarks/clang-23309,6518,1761,483
c_benchmarks/clang-23353,4521,1217,98
c_benchmarks/clang-25900,3560,906,252
c_benchmarks/clang-26350,5833,6415,241
c_benchmarks/clang-26760,2882,2772,90
c_benchmarks/clang-27137,6739,10919,268
c_benchmarks/clang-27747,2610,1146,150
c_benchmarks/clang-31259,3690,2498,384
c_benchmarks/gcc-58731,2532,3103,213
c_benchmarks/gcc-59903,5185,3621,300
c_benchmarks/gcc-60116,5993,2502,404
c_benchmarks/gcc-60452,5818,2385,350
c_benchmarks/gcc-61047,2617,970,266
c_benchmarks/gcc-61383,4351,3093,274
c_benchmarks/gcc-61917,4232,1821,142
c_benchmarks/gcc-64990,4836,4473,239
c_benchmarks/gcc-65383,3106,1294,153
c_benchmarks/gcc-66186,4147,3039,327
c_benchmarks/gcc-66375,4947,3507,440
c_benchmarks/gcc-66412,5804,2135,350
c_benchmarks/gcc-66691,6935,3575,603
c_benchmarks/gcc-70127,3794,3868,301
c_benchmarks/gcc-70586,6278,7092,197
c_benchmarks/gcc-71626,762,60,51
