Subject,Query,Time,Token_remaining
xml_benchmarks/xml-1,54,309,16
xml_benchmarks/xml-10,256,1736,37
xml_benchmarks/xml-11,85,459,16
xml_benchmarks/xml-12,130,461,16
xml_benchmarks/xml-13,130,485,25
xml_benchmarks/xml-14,402,1485,43
xml_benchmarks/xml-15,110,539,16
xml_benchmarks/xml-16,101,506,16
xml_benchmarks/xml-17,24,100,15
xml_benchmarks/xml-18,93,482,16
xml_benchmarks/xml-19,167,645,36
xml_benchmarks/xml-2,23,89,15
xml_benchmarks/xml-20,389,2565,64
xml_benchmarks/xml-21,252,1668,46
xml_benchmarks/xml-22,95,337,24
xml_benchmarks/xml-23,264,1700,42
xml_benchmarks/xml-24,396,2399,70
xml_benchmarks/xml-25,363,2485,55
xml_benchmarks/xml-26,432,3120,64
xml_benchmarks/xml-27,738,5137,102
xml_benchmarks/xml-28,640,4348,97
xml_benchmarks/xml-29,341,2230,48
xml_benchmarks/xml-3,21,98,15
xml_benchmarks/xml-30,709,4978,78
xml_benchmarks/xml-4,207,1284,13
xml_benchmarks/xml-5,19,88,15
xml_benchmarks/xml-6,116,803,30
xml_benchmarks/xml-7,162,651,33
xml_benchmarks/xml-8,84,407,16
xml_benchmarks/xml-9,288,1960,37
