Subject,Query,Time,Token_remaining
xml_benchmarks/xml-1,54,289,16
xml_benchmarks/xml-10,259,1708,37
xml_benchmarks/xml-11,84,456,16
xml_benchmarks/xml-12,131,489,16
xml_benchmarks/xml-13,136,525,25
xml_benchmarks/xml-14,407,1492,43
xml_benchmarks/xml-15,108,496,16
xml_benchmarks/xml-16,100,461,16
xml_benchmarks/xml-17,24,118,15
xml_benchmarks/xml-18,89,483,16
xml_benchmarks/xml-19,166,704,36
xml_benchmarks/xml-2,21,75,15
xml_benchmarks/xml-20,380,2356,64
xml_benchmarks/xml-21,265,1789,46
xml_benchmarks/xml-22,93,370,24
xml_benchmarks/xml-23,390,2578,51
xml_benchmarks/xml-24,398,2319,70
xml_benchmarks/xml-25,370,2465,55
xml_benchmarks/xml-26,438,3007,64
xml_benchmarks/xml-27,724,4858,102
xml_benchmarks/xml-28,637,4104,97
xml_benchmarks/xml-29,343,2136,48
xml_benchmarks/xml-3,23,108,15
xml_benchmarks/xml-30,708,4804,78
xml_benchmarks/xml-4,209,1314,13
xml_benchmarks/xml-5,19,87,15
xml_benchmarks/xml-6,113,751,30
xml_benchmarks/xml-7,168,689,33
xml_benchmarks/xml-8,85,345,16
xml_benchmarks/xml-9,292,1861,37
