Subject,Query,Time,Token_remaining
c_benchmarks/clang-18596,3883,4701,260
c_benchmarks/clang-19595,2784,4209,156
c_benchmarks/clang-20680,7368,10745,548
c_benchmarks/clang-21467,4978,6081,177
c_benchmarks/clang-21582,8362,6561,559
c_benchmarks/clang-22337,5198,2263,250
c_benchmarks/clang-22382,3496,603,144
c_benchmarks/clang-22704,3884,8072,72
c_benchmarks/clang-23309,6520,1764,483
c_benchmarks/clang-23353,4517,1217,98
c_benchmarks/clang-25900,3562,907,252
c_benchmarks/clang-26350,5834,6399,241
c_benchmarks/clang-26760,2883,2775,90
c_benchmarks/clang-27137,6741,10919,268
c_benchmarks/clang-27747,2609,1146,150
c_benchmarks/clang-31259,3690,2452,384
c_benchmarks/gcc-58731,2531,3101,213
c_benchmarks/gcc-59903,5185,3634,300
c_benchmarks/gcc-60116,5995,2485,404
c_benchmarks/gcc-60452,5799,2381,347
c_benchmarks/gcc-61047,2616,969,266
c_benchmarks/gcc-61383,4349,3092,274
c_benchmarks/gcc-61917,4229,1809,142
c_benchmarks/gcc-64990,4836,4476,239
c_benchmarks/gcc-65383,3108,1298,153
c_benchmarks/gcc-66186,4152,3042,327
c_benchmarks/gcc-66375,4949,3510,440
c_benchmarks/gcc-66412,5803,2141,350
c_benchmarks/gcc-66691,6934,3573,603
c_benchmarks/gcc-70127,3799,3888,301
c_benchmarks/gcc-70586,6278,7076,197
c_benchmarks/gcc-71626,761,63,51
