Subject,Query,Time,Token_remaining
c_benchmarks/clang-18596,3900,4976,266
c_benchmarks/clang-19595,2737,4289,156
c_benchmarks/clang-20680,9237,17488,539
c_benchmarks/clang-21467,4889,6259,177
c_benchmarks/clang-21582,8291,6602,558
c_benchmarks/clang-22337,4407,2435,185
c_benchmarks/clang-22382,3522,621,144
c_benchmarks/clang-22704,4104,4218,78
c_benchmarks/clang-23309,6286,1953,475
c_benchmarks/clang-23353,5114,1499,203
c_benchmarks/clang-25900,3616,934,239
c_benchmarks/clang-26760,3065,2950,128
c_benchmarks/clang-27137,6818,11554,215
c_benchmarks/clang-27747,2986,1708,150
c_benchmarks/clang-31259,3748,2486,406
c_benchmarks/gcc-58731,3024,3536,253
c_benchmarks/gcc-59903,5378,4483,300
c_benchmarks/gcc-60116,5948,2481,396
c_benchmarks/gcc-60452,5792,2167,342
c_benchmarks/gcc-61047,2622,1026,268
c_benchmarks/gcc-61383,5219,2764,295
c_benchmarks/gcc-61917,4530,2564,150
c_benchmarks/gcc-64990,4923,4852,239
c_benchmarks/gcc-65383,3145,1387,153
c_benchmarks/gcc-66186,4187,3057,327
c_benchmarks/gcc-66375,5042,3909,440
c_benchmarks/gcc-66412,5891,2348,342
c_benchmarks/gcc-66691,7627,3648,732
c_benchmarks/gcc-70127,3961,4295,301
c_benchmarks/gcc-70586,4364,5547,107
c_benchmarks/gcc-71626,746,56,51
c_demo_short/clang-26350,7878,7654,279
