Subject,Query,Time,Token_remaining
c_benchmarks/clang-18596,3883,4795,260
c_benchmarks/clang-19595,2834,4196,156
c_benchmarks/clang-20680,6035,6890,546
c_benchmarks/clang-21467,4978,6079,177
c_benchmarks/clang-21582,8361,6315,559
c_benchmarks/clang-22337,5199,2287,250
c_benchmarks/clang-22382,3496,687,144
c_benchmarks/clang-22704,3884,8171,72
c_benchmarks/clang-23309,6518,1763,483
c_benchmarks/clang-23353,4518,1135,98
c_benchmarks/clang-25900,3557,985,252
c_benchmarks/clang-26350,5835,6483,241
c_benchmarks/clang-26760,2883,2788,90
c_benchmarks/clang-27137,6730,11143,268
c_benchmarks/clang-27747,2609,1153,150
c_benchmarks/clang-31259,3690,2425,384
c_benchmarks/gcc-58731,2531,3041,213
c_benchmarks/gcc-59903,5185,3777,300
c_benchmarks/gcc-60116,5997,2484,404
c_benchmarks/gcc-60452,5804,2117,350
c_benchmarks/gcc-61047,2626,978,266
c_benchmarks/gcc-61383,4354,3099,274
c_benchmarks/gcc-61917,4228,1840,142
c_benchmarks/gcc-64990,4836,4459,239
c_benchmarks/gcc-65383,3103,1246,153
c_benchmarks/gcc-66186,4147,2866,327
c_benchmarks/gcc-66375,4948,3471,440
c_benchmarks/gcc-66412,5809,2203,350
c_benchmarks/gcc-66691,6934,3589,603
c_benchmarks/gcc-70127,3793,3835,301
c_benchmarks/gcc-70586,6274,6750,197
c_benchmarks/gcc-71626,771,68,51
