Subject,Query,Time,Token_remaining
c_benchmarks/clang-18596,21787,6570,482
c_benchmarks/clang-19595,10557,6088,244
c_benchmarks/clang-20680,17319,8629,360
c_benchmarks/clang-21467,15312,7047,310
c_benchmarks/clang-21582,34584,6629,1089
c_benchmarks/clang-22337,14532,2538,301
c_benchmarks/clang-22382,10756,984,200
c_benchmarks/clang-22704,8727,6140,90
c_benchmarks/clang-23309,31941,4175,1089
c_benchmarks/clang-23353,11025,1952,218
c_benchmarks/clang-25900,22325,2135,471
c_benchmarks/clang-26350,29782,16584,464
c_benchmarks/clang-26760,18206,3834,276
c_benchmarks/clang-27137,33660,27076,661
c_benchmarks/clang-27747,10574,1233,302
c_benchmarks/clang-31259,20490,6015,571
c_benchmarks/gcc-58731,7481,4068,368
c_benchmarks/gcc-59903,26201,6263,410
c_benchmarks/gcc-60116,27815,4635,889
c_benchmarks/gcc-60452,16368,2631,495
c_benchmarks/gcc-61047,19548,2510,512
c_benchmarks/gcc-61383,26620,4079,514
c_benchmarks/gcc-61917,13227,2918,300
c_benchmarks/gcc-64990,13983,10457,467
c_benchmarks/gcc-65383,11592,1979,275
c_benchmarks/gcc-66186,24122,7518,503
c_benchmarks/gcc-66375,33444,12784,813
c_benchmarks/gcc-66412,16369,2885,495
c_benchmarks/gcc-66691,30987,6213,1039
c_benchmarks/gcc-70127,20033,13753,635
c_benchmarks/gcc-70586,36375,16097,740
c_benchmarks/gcc-71626,3143,136,53
