Subject,Query,Time,Token_remaining
c_benchmarks/clang-18596,3892,4956,266
c_benchmarks/clang-19595,2765,4357,156
c_benchmarks/clang-20680,10281,19336,524
c_benchmarks/clang-21467,4970,6312,177
c_benchmarks/clang-21582,9664,10613,666
c_benchmarks/clang-22337,5028,2502,319
c_benchmarks/clang-22382,3487,603,144
c_benchmarks/clang-22704,4246,4399,78
c_benchmarks/clang-23309,6311,1951,475
c_benchmarks/clang-23353,5108,1515,113
c_benchmarks/clang-25900,3709,974,239
c_benchmarks/clang-26350,5814,6751,241
c_benchmarks/clang-26760,3071,3056,120
c_benchmarks/clang-27137,6973,11603,184
c_benchmarks/clang-27747,2588,1525,117
c_benchmarks/clang-31259,3739,2529,406
c_benchmarks/gcc-58731,3001,3548,242
c_benchmarks/gcc-59903,6287,4620,515
c_benchmarks/gcc-60116,6230,2567,428
c_benchmarks/gcc-60452,6641,2320,350
c_benchmarks/gcc-61047,2611,1016,266
c_benchmarks/gcc-61383,4631,3519,274
c_benchmarks/gcc-61917,4479,2419,143
c_benchmarks/gcc-64990,5037,4722,239
c_benchmarks/gcc-65383,3128,1371,153
c_benchmarks/gcc-66186,4165,3155,327
c_benchmarks/gcc-66375,5022,3919,440
c_benchmarks/gcc-66412,5934,2294,347
c_benchmarks/gcc-66691,6877,3546,603
c_benchmarks/gcc-70127,3957,4233,301
c_benchmarks/gcc-70586,6246,7827,169
c_benchmarks/gcc-71626,746,57,51
