Subject,Query,Time,Token_remaining
xml_benchmarks/xml-1,54,277,16
xml_benchmarks/xml-10,260,1690,37
xml_benchmarks/xml-11,86,442,16
xml_benchmarks/xml-12,131,447,16
xml_benchmarks/xml-13,133,501,25
xml_benchmarks/xml-14,404,1481,43
xml_benchmarks/xml-15,111,563,16
xml_benchmarks/xml-16,100,495,16
xml_benchmarks/xml-17,24,106,15
xml_benchmarks/xml-18,91,465,16
xml_benchmarks/xml-19,165,616,36
xml_benchmarks/xml-2,21,81,15
xml_benchmarks/xml-20,380,2400,64
xml_benchmarks/xml-21,265,1789,46
xml_benchmarks/xml-22,94,328,24
xml_benchmarks/xml-23,391,2690,51
xml_benchmarks/xml-24,398,2417,70
xml_benchmarks/xml-25,372,2499,55
xml_benchmarks/xml-26,439,3179,64
xml_benchmarks/xml-27,726,4983,102
xml_benchmarks/xml-28,636,4289,97
xml_benchmarks/xml-29,341,2235,48
xml_benchmarks/xml-3,22,108,15
xml_benchmarks/xml-30,710,4774,78
xml_benchmarks/xml-4,210,1330,13
xml_benchmarks/xml-5,18,89,15
xml_benchmarks/xml-6,113,776,30
xml_benchmarks/xml-7,167,632,33
xml_benchmarks/xml-8,85,417,16
xml_benchmarks/xml-9,292,1839,37
