Subject,Query,Time,Token_remaining
c_benchmarks/clang-18596,3892,4988,260
c_benchmarks/clang-19595,2749,4312,156
c_benchmarks/clang-20680,6163,8210,536
c_benchmarks/clang-21467,5305,6335,177
c_benchmarks/clang-21582,8305,6552,558
c_benchmarks/clang-22337,5606,2400,242
c_benchmarks/clang-22382,3500,598,144
c_benchmarks/clang-22704,4139,4438,79
c_benchmarks/clang-23309,6451,1915,464
c_benchmarks/clang-23353,5061,1491,203
c_benchmarks/clang-25900,3781,1012,239
c_benchmarks/clang-26350,6324,7011,249
c_benchmarks/clang-26760,2975,3083,90
c_benchmarks/clang-27137,6655,11097,215
c_benchmarks/clang-27747,2682,1246,117
c_benchmarks/clang-31259,3748,2594,406
c_benchmarks/gcc-58731,3575,4476,306
c_benchmarks/gcc-59903,6136,4614,482
c_benchmarks/gcc-60116,6240,2702,432
c_benchmarks/gcc-60452,6596,2592,350
c_benchmarks/gcc-61047,2619,984,268
c_benchmarks/gcc-61383,4969,3104,271
c_benchmarks/gcc-61917,4542,2546,150
c_benchmarks/gcc-64990,5038,4831,239
c_benchmarks/gcc-65383,3125,1328,153
c_benchmarks/gcc-66186,4195,3133,327
c_benchmarks/gcc-66375,5064,3958,440
c_benchmarks/gcc-66412,5931,2304,350
c_benchmarks/gcc-66691,7649,3626,732
c_benchmarks/gcc-70127,3977,4162,301
c_benchmarks/gcc-70586,6294,7443,197
c_benchmarks/gcc-71626,748,60,51
