Subject,Query,Time,Token_remaining
xml_benchmarks/xml-1,131,387,24
xml_benchmarks/xml-10,875,3069,102
xml_benchmarks/xml-11,136,387,24
xml_benchmarks/xml-12,562,1212,96
xml_benchmarks/xml-13,451,1069,78
xml_benchmarks/xml-14,1310,3023,153
xml_benchmarks/xml-15,291,905,51
xml_benchmarks/xml-16,148,433,24
xml_benchmarks/xml-17,86,184,15
xml_benchmarks/xml-18,232,812,39
xml_benchmarks/xml-19,520,1143,54
xml_benchmarks/xml-2,207,610,33
xml_benchmarks/xml-20,584,2150,99
xml_benchmarks/xml-21,823,2815,93
xml_benchmarks/xml-22,505,1078,61
xml_benchmarks/xml-23,720,2397,75
xml_benchmarks/xml-24,588,1985,96
xml_benchmarks/xml-25,1332,4542,141
xml_benchmarks/xml-26,1208,4525,126
xml_benchmarks/xml-27,1899,6932,204
xml_benchmarks/xml-28,1521,5078,159
xml_benchmarks/xml-29,1400,4936,147
xml_benchmarks/xml-3,87,204,15
xml_benchmarks/xml-30,1352,4860,147
xml_benchmarks/xml-4,676,2377,78
xml_benchmarks/xml-5,84,199,15
xml_benchmarks/xml-6,484,1603,81
xml_benchmarks/xml-7,613,1387,69
xml_benchmarks/xml-8,137,377,24
xml_benchmarks/xml-9,810,2847,90
