Subject,Query,Time,Token_remaining
xml_benchmarks/xml-1,54,290,16
xml_benchmarks/xml-10,261,1714,37
xml_benchmarks/xml-11,85,437,16
xml_benchmarks/xml-12,130,453,16
xml_benchmarks/xml-13,132,503,25
xml_benchmarks/xml-14,406,1526,43
xml_benchmarks/xml-15,112,538,16
xml_benchmarks/xml-16,100,501,16
xml_benchmarks/xml-17,24,105,15
xml_benchmarks/xml-18,90,490,16
xml_benchmarks/xml-19,168,647,36
xml_benchmarks/xml-2,20,74,15
xml_benchmarks/xml-20,381,2481,64
xml_benchmarks/xml-21,264,1782,46
xml_benchmarks/xml-22,93,363,24
xml_benchmarks/xml-23,390,2625,51
xml_benchmarks/xml-24,397,2304,70
xml_benchmarks/xml-25,373,2471,55
xml_benchmarks/xml-26,439,3027,64
xml_benchmarks/xml-27,726,4871,102
xml_benchmarks/xml-28,639,4169,97
xml_benchmarks/xml-29,340,2165,48
xml_benchmarks/xml-3,22,106,15
xml_benchmarks/xml-30,707,4785,78
xml_benchmarks/xml-4,210,1314,13
xml_benchmarks/xml-5,19,88,15
xml_benchmarks/xml-6,113,755,30
xml_benchmarks/xml-7,166,647,33
xml_benchmarks/xml-8,84,364,16
xml_benchmarks/xml-9,292,1874,37
