Subject,Query,Time,Token_remaining
c_benchmarks/clang-18596,21787,6457,482
c_benchmarks/clang-19595,10557,6071,244
c_benchmarks/clang-20680,17319,8636,360
c_benchmarks/clang-21467,15312,7049,310
c_benchmarks/clang-21582,31069,5947,1089
c_benchmarks/clang-22337,14532,2561,301
c_benchmarks/clang-22382,10756,985,200
c_benchmarks/clang-22704,8727,6077,90
c_benchmarks/clang-23309,31941,4141,1089
c_benchmarks/clang-23353,11025,1937,218
c_benchmarks/clang-25900,22325,2032,471
c_benchmarks/clang-26350,31162,16426,455
c_benchmarks/clang-26760,18206,3765,276
c_benchmarks/clang-27137,33660,26722,661
c_benchmarks/clang-27747,10574,1217,302
c_benchmarks/clang-31259,20490,5920,571
c_benchmarks/gcc-58731,7481,4079,368
c_benchmarks/gcc-59903,26201,6204,410
c_benchmarks/gcc-60116,27815,4607,889
c_benchmarks/gcc-60452,16368,2605,495
c_benchmarks/gcc-61047,19548,2499,512
c_benchmarks/gcc-61383,26620,4015,514
c_benchmarks/gcc-61917,13227,2923,300
c_benchmarks/gcc-64990,13983,10483,467
c_benchmarks/gcc-65383,11592,1949,275
c_benchmarks/gcc-66186,24122,7488,503
c_benchmarks/gcc-66375,33444,12751,813
c_benchmarks/gcc-66412,16368,2682,495
c_benchmarks/gcc-66691,30987,6197,1039
c_benchmarks/gcc-70127,20033,13766,635
c_benchmarks/gcc-70586,38457,16296,728
c_benchmarks/gcc-71626,3143,145,53
