Subject,Query,Time,Token_remaining
xml_benchmarks/xml-1,137,386,24
xml_benchmarks/xml-10,889,3034,102
xml_benchmarks/xml-11,139,393,24
xml_benchmarks/xml-12,511,1078,87
xml_benchmarks/xml-13,460,1078,78
xml_benchmarks/xml-14,1331,3011,153
xml_benchmarks/xml-15,305,942,51
xml_benchmarks/xml-16,148,430,24
xml_benchmarks/xml-17,87,190,15
xml_benchmarks/xml-18,231,767,39
xml_benchmarks/xml-19,508,1112,54
xml_benchmarks/xml-2,84,165,15
xml_benchmarks/xml-20,591,2132,99
xml_benchmarks/xml-21,808,2771,90
xml_benchmarks/xml-22,510,1091,61
xml_benchmarks/xml-23,1434,4983,165
xml_benchmarks/xml-24,584,1975,96
xml_benchmarks/xml-25,837,2828,135
xml_benchmarks/xml-26,1226,4261,138
xml_benchmarks/xml-27,1630,5726,186
xml_benchmarks/xml-28,1477,4868,159
xml_benchmarks/xml-29,1239,4248,138
xml_benchmarks/xml-3,86,202,15
xml_benchmarks/xml-30,1351,4644,147
xml_benchmarks/xml-4,708,2422,78
xml_benchmarks/xml-5,84,187,15
xml_benchmarks/xml-6,279,822,30
xml_benchmarks/xml-7,629,1452,69
xml_benchmarks/xml-8,140,373,24
xml_benchmarks/xml-9,827,2860,90
