Subject,Query,Time,Token_remaining
xml_benchmarks/xml-1,268,947,48
xml_benchmarks/xml-10,880,3095,102
xml_benchmarks/xml-11,209,571,24
xml_benchmarks/xml-12,503,1097,87
xml_benchmarks/xml-13,454,1075,78
xml_benchmarks/xml-14,1378,3150,162
xml_benchmarks/xml-15,632,2040,108
xml_benchmarks/xml-16,146,445,24
xml_benchmarks/xml-17,90,200,15
xml_benchmarks/xml-18,231,787,39
xml_benchmarks/xml-19,509,1091,54
xml_benchmarks/xml-2,87,177,15
xml_benchmarks/xml-20,585,2185,99
xml_benchmarks/xml-21,827,2823,93
xml_benchmarks/xml-22,503,1069,61
xml_benchmarks/xml-23,808,2707,84
xml_benchmarks/xml-24,597,2041,96
xml_benchmarks/xml-25,1254,4341,132
xml_benchmarks/xml-26,1292,4853,138
xml_benchmarks/xml-27,1692,6351,186
xml_benchmarks/xml-28,1537,5190,159
xml_benchmarks/xml-29,1276,4558,138
xml_benchmarks/xml-3,219,686,36
xml_benchmarks/xml-30,1371,5023,147
xml_benchmarks/xml-4,681,2400,78
xml_benchmarks/xml-5,83,195,15
xml_benchmarks/xml-6,723,2313,84
xml_benchmarks/xml-7,625,1425,69
xml_benchmarks/xml-8,136,382,24
xml_benchmarks/xml-9,587,2076,63
