Subject,Query,Time,Token_remaining
xml_benchmarks/xml-1,137,378,24
xml_benchmarks/xml-10,889,3020,102
xml_benchmarks/xml-11,139,390,24
xml_benchmarks/xml-12,511,1076,87
xml_benchmarks/xml-13,460,1078,78
xml_benchmarks/xml-14,1331,3125,153
xml_benchmarks/xml-15,305,942,51
xml_benchmarks/xml-16,148,428,24
xml_benchmarks/xml-17,87,192,15
xml_benchmarks/xml-18,231,728,39
xml_benchmarks/xml-19,508,1117,54
xml_benchmarks/xml-2,84,165,15
xml_benchmarks/xml-20,591,2164,99
xml_benchmarks/xml-21,808,2765,90
xml_benchmarks/xml-22,510,1151,61
xml_benchmarks/xml-23,1434,4996,165
xml_benchmarks/xml-24,584,1977,96
xml_benchmarks/xml-25,837,2806,135
xml_benchmarks/xml-26,1226,4246,138
xml_benchmarks/xml-27,1630,5732,186
xml_benchmarks/xml-28,1477,4865,159
xml_benchmarks/xml-29,1239,4205,138
xml_benchmarks/xml-3,86,201,15
xml_benchmarks/xml-30,1351,4674,147
xml_benchmarks/xml-4,708,2371,78
xml_benchmarks/xml-5,84,190,15
xml_benchmarks/xml-6,279,814,30
xml_benchmarks/xml-7,629,1456,69
xml_benchmarks/xml-8,140,374,24
xml_benchmarks/xml-9,827,2161,90
