Subject,Query,Time,Token_remaining
c_benchmarks/clang-18596,21784,6606,482
c_benchmarks/clang-19595,10557,6029,244
c_benchmarks/clang-20680,17319,8625,360
c_benchmarks/clang-21467,15312,7094,310
c_benchmarks/clang-21582,38483,7047,1095
c_benchmarks/clang-22337,14532,2560,301
c_benchmarks/clang-22382,10756,966,200
c_benchmarks/clang-22704,8727,6182,90
c_benchmarks/clang-23309,32036,4511,1099
c_benchmarks/clang-23353,11025,1982,218
c_benchmarks/clang-25900,22325,2111,471
c_benchmarks/clang-26350,32909,16759,447
c_benchmarks/clang-26760,18206,3865,276
c_benchmarks/clang-27137,37837,29596,570
c_benchmarks/clang-27747,10574,1223,302
c_benchmarks/clang-31259,20490,6024,571
c_benchmarks/gcc-58731,8968,4314,368
c_benchmarks/gcc-59903,26201,6277,410
c_benchmarks/gcc-60116,27815,4824,889
c_benchmarks/gcc-60452,17654,2916,559
c_benchmarks/gcc-61047,19548,2518,512
c_benchmarks/gcc-61383,26620,4071,514
c_benchmarks/gcc-61917,13227,2878,300
c_benchmarks/gcc-64990,13983,10767,467
c_benchmarks/gcc-65383,11592,1979,275
c_benchmarks/gcc-66186,24122,7633,503
c_benchmarks/gcc-66375,33444,12768,813
c_benchmarks/gcc-66412,17442,2970,527
c_benchmarks/gcc-66691,30987,6244,1039
c_benchmarks/gcc-70127,26326,16211,660
c_benchmarks/gcc-70586,55063,19148,704
c_benchmarks/gcc-71626,3143,225,53
