Subject,Query,Time,Token_remaining
c_benchmarks/clang-18596,34166,8405,478
c_benchmarks/clang-19595,15523,7323,301
c_benchmarks/clang-20680,24032,10599,392
c_benchmarks/clang-21467,16097,7737,441
c_benchmarks/clang-21582,72703,10116,1127
c_benchmarks/clang-22337,15893,3047,297
c_benchmarks/clang-22382,10239,1049,208
c_benchmarks/clang-22704,10327,9707,101
c_benchmarks/clang-23309,65370,6824,1323
c_benchmarks/clang-23353,12008,2619,172
c_benchmarks/clang-25900,15270,2020,516
c_benchmarks/clang-26350,37885,16801,700
c_benchmarks/clang-26760,25082,5314,307
c_benchmarks/clang-27137,45149,26615,648
c_benchmarks/clang-27747,7475,1436,339
c_benchmarks/clang-31259,21689,5451,544
c_benchmarks/gcc-58731,10374,6946,418
c_benchmarks/gcc-59903,29402,4509,782
c_benchmarks/gcc-60116,97194,10054,1109
c_benchmarks/gcc-60452,30086,3730,529
c_benchmarks/gcc-61047,18190,2168,564
c_benchmarks/gcc-61383,26204,4484,444
c_benchmarks/gcc-61917,12573,3644,282
c_benchmarks/gcc-64990,21644,10994,445
c_benchmarks/gcc-65383,13507,2297,265
c_benchmarks/gcc-66186,15708,6643,591
c_benchmarks/gcc-66375,25297,10685,869
c_benchmarks/gcc-66412,24682,3722,847
c_benchmarks/gcc-66691,22602,3668,731
c_benchmarks/gcc-70127,24441,13755,723
c_benchmarks/gcc-70586,57195,18199,970
c_benchmarks/gcc-71626,3672,194,53
