Subject,Query,Time,Token_remaining
xml_benchmarks/xml-1,138,410,24
xml_benchmarks/xml-10,893,3124,102
xml_benchmarks/xml-11,141,410,24
xml_benchmarks/xml-12,513,1156,87
xml_benchmarks/xml-13,466,1116,78
xml_benchmarks/xml-14,1330,3251,153
xml_benchmarks/xml-15,304,882,51
xml_benchmarks/xml-16,151,472,24
xml_benchmarks/xml-17,88,204,15
xml_benchmarks/xml-18,232,808,39
xml_benchmarks/xml-19,507,1219,54
xml_benchmarks/xml-2,86,165,15
xml_benchmarks/xml-20,584,2216,99
xml_benchmarks/xml-21,799,2564,90
xml_benchmarks/xml-22,508,1186,61
xml_benchmarks/xml-23,1434,5240,165
xml_benchmarks/xml-24,585,1981,96
xml_benchmarks/xml-25,1179,4144,132
xml_benchmarks/xml-26,1121,4031,126
xml_benchmarks/xml-27,1597,5801,186
xml_benchmarks/xml-28,1433,4945,159
xml_benchmarks/xml-29,1231,4312,138
xml_benchmarks/xml-3,88,215,15
xml_benchmarks/xml-30,1328,4708,147
xml_benchmarks/xml-4,706,2400,78
xml_benchmarks/xml-5,85,187,15
xml_benchmarks/xml-6,279,787,30
xml_benchmarks/xml-7,628,1536,69
xml_benchmarks/xml-8,142,360,24
xml_benchmarks/xml-9,586,2022,63
