Subject,Query,Time,Token_remaining
c_benchmarks/clang-18596,19261,6465,462
c_benchmarks/clang-19595,11695,6094,276
c_benchmarks/clang-20680,17327,8191,362
c_benchmarks/clang-21467,18010,6925,334
c_benchmarks/clang-21582,31920,6684,1106
c_benchmarks/clang-22337,13340,2648,297
c_benchmarks/clang-22382,11862,1010,198
c_benchmarks/clang-22704,9557,6023,103
c_benchmarks/clang-23309,31500,4400,1109
c_benchmarks/clang-23353,10830,2153,134
c_benchmarks/clang-25900,21110,2106,467
c_benchmarks/clang-26350,30516,16358,401
c_benchmarks/clang-26760,12461,3832,252
c_benchmarks/clang-27137,46304,30986,592
c_benchmarks/clang-27747,14701,1464,298
c_benchmarks/clang-31259,17523,4852,548
c_benchmarks/gcc-58731,12197,5408,366
c_benchmarks/gcc-59903,37725,6534,801
c_benchmarks/gcc-60116,29529,5176,1003
c_benchmarks/gcc-60452,16410,2707,534
c_benchmarks/gcc-61047,15648,2080,538
c_benchmarks/gcc-61383,21649,3767,440
c_benchmarks/gcc-61917,12593,2777,295
c_benchmarks/gcc-64990,16555,10648,407
c_benchmarks/gcc-65383,10806,1827,315
c_benchmarks/gcc-66186,13564,5174,461
c_benchmarks/gcc-66375,24130,10492,827
c_benchmarks/gcc-66412,18050,2843,513
c_benchmarks/gcc-66691,20255,3344,566
c_benchmarks/gcc-70127,19439,14266,675
c_benchmarks/gcc-70586,27942,14896,708
c_benchmarks/gcc-71626,3121,141,53
