Subject,Query,Time,Token_remaining
xml_benchmarks/xml-1,54,309,16
xml_benchmarks/xml-10,258,1756,37
xml_benchmarks/xml-11,85,453,16
xml_benchmarks/xml-12,131,468,16
xml_benchmarks/xml-13,132,494,25
xml_benchmarks/xml-14,403,1490,43
xml_benchmarks/xml-15,110,534,16
xml_benchmarks/xml-16,101,507,16
xml_benchmarks/xml-17,23,100,15
xml_benchmarks/xml-18,93,490,16
xml_benchmarks/xml-19,165,626,36
xml_benchmarks/xml-2,23,92,15
xml_benchmarks/xml-20,382,2564,64
xml_benchmarks/xml-21,251,1714,46
xml_benchmarks/xml-22,91,325,24
xml_benchmarks/xml-23,398,2799,54
xml_benchmarks/xml-24,401,2446,70
xml_benchmarks/xml-25,373,2533,55
xml_benchmarks/xml-26,440,3237,64
xml_benchmarks/xml-27,729,5124,102
xml_benchmarks/xml-28,631,4306,97
xml_benchmarks/xml-29,335,2195,48
xml_benchmarks/xml-3,23,111,15
xml_benchmarks/xml-30,713,5015,78
xml_benchmarks/xml-4,209,1311,13
xml_benchmarks/xml-5,19,88,15
xml_benchmarks/xml-6,112,788,30
xml_benchmarks/xml-7,166,664,33
xml_benchmarks/xml-8,84,418,16
xml_benchmarks/xml-9,288,1962,37
