Subject,Query,Time,Token_remaining
c_benchmarks/clang-18596,3886,4800,260
c_benchmarks/clang-19595,2835,4190,156
c_benchmarks/clang-20680,7199,10129,520
c_benchmarks/clang-21467,4979,6087,177
c_benchmarks/clang-21582,8361,6461,559
c_benchmarks/clang-22337,5198,2253,250
c_benchmarks/clang-22382,3497,594,144
c_benchmarks/clang-22704,3884,8193,72
c_benchmarks/clang-23309,6518,1796,483
c_benchmarks/clang-23353,4513,1193,98
c_benchmarks/clang-25900,3557,926,252
c_benchmarks/clang-26350,5833,6482,241
c_benchmarks/clang-26760,2882,2779,90
c_benchmarks/clang-27137,6729,10956,268
c_benchmarks/clang-27747,2609,1145,150
c_benchmarks/clang-31259,3690,2457,384
c_benchmarks/gcc-58731,2531,3111,213
c_benchmarks/gcc-59903,5186,3768,300
c_benchmarks/gcc-60116,5995,2452,404
c_benchmarks/gcc-60452,5806,2048,350
c_benchmarks/gcc-61047,2617,922,266
c_benchmarks/gcc-61383,4349,3105,274
c_benchmarks/gcc-61917,4230,1831,142
c_benchmarks/gcc-64990,4837,4456,239
c_benchmarks/gcc-65383,3103,1245,153
c_benchmarks/gcc-66186,4147,2898,327
c_benchmarks/gcc-66375,4947,3476,440
c_benchmarks/gcc-66412,5803,2205,350
c_benchmarks/gcc-66691,6934,3560,603
c_benchmarks/gcc-70127,3792,3821,301
c_benchmarks/gcc-70586,6274,6748,197
c_benchmarks/gcc-71626,761,59,51
